"","district","sc","parish","village","messenger","recipient","IVR","sms","head_name","tel_contact"
"3110","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BWEZA","couple","male","yes","yes",NA,NA
"3111","NAMAYINGO","BANDA","LUGALA","BUYONDO WEST","couple","male","no","no",NA,NA
"3112","MAYUGE","BUKATUBE","BUYEMBA","BUBALAGALA","couple","male","no","no",NA,NA
"3113","NAMAYINGO","BANDA","BUJWANGA","BUSIRO","couple","male","no","no",NA,NA
"3114","NAMAYINGO","BUYINJA","LWANGOSIA","BUBWOYI","couple","male","no","no",NA,NA
"3115","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA CENTRAL","couple","male","yes","no",NA,NA
"3116","MAYUGE","KITYERERA","BUBINGE","IGUNDA","couple","male","yes","no",NA,NA
"3117","BUGIRI","NABUKALU","NKAIZA","BULANGA","couple","male","yes","no",NA,NA
"3118","NAMAYINGO","BANDA","BUJWANGA","NAKUDI","couple","male","yes","yes",NA,NA
"3119","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUYEGO","couple","male","yes","yes",NA,NA
"3120","MAYUGE","IMANYIRO","MAGADA","BULYAMPINDI","couple","male","yes","yes",NA,NA
"3121","IGANGA","IBULANKU","NSAALE","BUYEBE","couple","male","no","no",NA,NA
"3122","NAMAYINGO","BUYINJA","LWANGOSIA","NAMUTABA WEST","couple","male","yes","no",NA,NA
"3123","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAMPIITI","couple","male","yes","no",NA,NA
"3124","NAMAYINGO","BANDA","LUTOLO","MAGOOLI","couple","male","no","no",NA,NA
"3125","MAYUGE","BAITAMBOGWE","IGEYERO","WAGONA","couple","male","no","no",NA,NA
"3126","MAYUGE","BUKATUBE","BUYEMBA","LUUBU A","couple","male","yes","no",NA,NA
"3127","NAMUTUMBA","NSINZE","BUWONGO","KATENGEREIRE","couple","male","no","no",NA,NA
"3128","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO A","couple","male","yes","yes",NA,NA
"3129","MAYUGE","BUKATUBE","LWANIKA","BUKATUBE 'A'","couple","male","yes","no",NA,NA
"3130","NAMUTUMBA","MAGADA","KIWANYI","KALITUMBA","couple","male","yes","yes",NA,NA
"3131","IGANGA","IBULANKU","NSAALE","BUWAABE","couple","male","no","no",NA,NA
"3132","NAMAYINGO","BANDA","BUJWANGA","SEKA","couple","male","yes","yes",NA,NA
"3133","IGANGA","NAWANDALA","KIWANYI","BUSAALA","couple","male","yes","yes",NA,NA
"3134","IGANGA","NAWANDALA","KIWANYI","KIWANYI II","couple","male","yes","no",NA,NA
"3135","NAMUTUMBA","MAGADA","KIWANYI","BUBINGA","couple","male","yes","yes",NA,NA
"3136","NAMUTUMBA","KIBAALE","NABWEYO","NABWEYO B","couple","male","yes","yes",NA,NA
"3137","NAMUTUMBA","KIBAALE","NAWANGISA","KIRANGA B","couple","male","yes","no",NA,NA
"3138","NAMUTUMBA","NSINZE","BUWONGO","NAIGOMBWA","couple","male","yes","yes",NA,NA
"3139","NAMAYINGO","BUSWALE","NANSUMA","MAAKALO","couple","male","yes","no",NA,NA
"3140","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA I","couple","male","yes","yes",NA,NA
"3141","MAYUGE","BUSAKIRA","MAUMU","MAUMU A","couple","male","no","no",NA,NA
"3142","BUGIRI","KAPYANGA","NAMUKONGE","BUWOFU","couple","male","yes","no",NA,NA
"3143","NAMUTUMBA","KIBAALE","NAWANGISA","BULERE","couple","male","yes","yes",NA,NA
"3144","NAMUTUMBA","MAGADA","KIWANYI","NABIKABALA","couple","male","yes","yes",NA,NA
"3145","MAYUGE","BUSAKIRA","MAUMU","BUYANIRWA","couple","male","yes","no",NA,NA
"3146","BUGIRI","KAPYANGA","NAMUKONGE","IGOGO","couple","male","yes","no",NA,NA
"3147","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO A","couple","male","yes","no",NA,NA
"3148","IGANGA","NAKIGO","WAIRAMA","WAIRAMA","couple","male","yes","no",NA,NA
"3149","IGANGA","NAKIGO","WAIRAMA","NAKISENYI","couple","male","yes","no",NA,NA
"3150","MAYUGE","BUKATUBE","BUYEMBA","LUUBU B","couple","male","yes","no",NA,NA
"3151","NAMAYINGO","MUTUMBA","LUBIRA","MAWA","couple","male","yes","yes",NA,NA
"3152","NAMUTUMBA","MAGADA","KAGULU","KAGULU","couple","male","yes","yes",NA,NA
"3153","NAMAYINGO","BUSWALE","NANSUMA","BUMOLI B","couple","male","yes","yes",NA,NA
"3154","BUGIRI","KAPYANGA","BUGUBO","MUYEMU","couple","male","no","no",NA,NA
"3155","IGANGA","BULAMAGI","IWAWU","MASABA","couple","male","yes","no",NA,NA
"3156","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","SESE","couple","male","yes","no",NA,NA
"3157","NAMUTUMBA","KIBAALE","NABISOIGI","NABISOIGI III","couple","male","no","no",NA,NA
"3158","NAMAYINGO","MUTUMBA","LUBIRA","LUBIRA","couple","male","yes","yes",NA,NA
"3159","NAMUTUMBA","MAGADA","KIWANYI","KAKOOLA","couple","male","yes","no",NA,NA
"3160","IGANGA","MAKUUTU","MAKUUTU","MAKUUTU","couple","male","yes","yes",NA,NA
"3161","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAIKONA 'A'","couple","male","yes","yes",NA,NA
"3162","NAMUTUMBA","KIBAALE","NAWANGISA","KAKUNYU","couple","male","yes","no",NA,NA
"3163","NAMAYINGO","BANDA","LUTOLO","BAALE","couple","male","yes","no",NA,NA
"3164","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO B","couple","male","no","no",NA,NA
"3165","MAYUGE","BUKATUBE","BUYEMBA","BUKASERO B","couple","male","yes","yes",NA,NA
"3166","NAMAYINGO","BANDA","BUJWANGA","NABWEYO","couple","female","no","no",NA,NA
"3167","BUGIRI","KAPYANGA","BUGUBO","BUBETA","couple","female","yes","yes",NA,NA
"3168","NAMAYINGO","BANDA","LUGALA","MAYANJA","couple","female","yes","yes",NA,NA
"3169","NAMAYINGO","BANDA","LUTOLO","BUCHUNIA B","couple","female","no","no",NA,NA
"3170","NAMUTUMBA","MAGADA","KAGULU","IRWANIRO","couple","female","yes","yes",NA,NA
"3171","BUGIRI","BULESA","BULUWE","NANGALAMA","couple","female","yes","yes",NA,NA
"3172","BUGIRI","NABUKALU","NKAIZA","BUKAZITO","couple","female","yes","no",NA,NA
"3173","NAMUTUMBA","KIBAALE","NABWEYO","BUSINI B","couple","female","yes","yes",NA,NA
"3174","NAMAYINGO","BUSWALE","NANSUMA","SIJAGAJO B","couple","female","no","no",NA,NA
"3175","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUSUI","couple","female","yes","no",NA,NA
"3176","BUGIRI","BUWUNGA","BUBUGO","BUBUNIRA","couple","female","yes","yes",NA,NA
"3177","NAMUTUMBA","KIBAALE","NABISOIGI","BUKWALI","couple","female","no","no",NA,NA
"3178","BUGIRI","IWEMBA","IWEMBA","BUSIMBA","couple","female","yes","no",NA,NA
"3179","MAYUGE","KITYERERA","BUBINGE","BUSIMO","couple","female","no","no",NA,NA
"3180","NAMUTUMBA","NSINZE","BUWONGO","KAPASULI","couple","female","yes","no",NA,NA
"3181","BUGIRI","NABUKALU","NKAIZA","BULALO","couple","female","no","no",NA,NA
"3182","NAMUTUMBA","NAMUTUMBA","NAKYEERE","BULYABWITA A","couple","female","yes","yes",NA,NA
"3183","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA B","couple","female","no","no",NA,NA
"3184","BUGIRI","BUDHAYA","BUKATU","NAMATU","couple","female","yes","no",NA,NA
"3185","IGANGA","BUYANGA","BUWOOYA","BUBBALA","couple","female","yes","yes",NA,NA
"3186","IGANGA","BULAMAGI","IWAWU","NKAZIWERU","couple","female","no","no",NA,NA
"3187","IGANGA","NAKIGO","BUSOWOOBI","KIWERERE","couple","female","yes","yes",NA,NA
"3188","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO B","couple","female","yes","yes",NA,NA
"3189","MAYUGE","BUKATUBE","BUYEMBA","NAMBULUKUSA","couple","female","yes","yes",NA,NA
"3190","MAYUGE","KITYERERA","NDAIGA","NDAIGA B","couple","female","no","no",NA,NA
"3191","NAMAYINGO","MUTUMBA","LUBIRA","NATIHALU","couple","female","yes","yes",NA,NA
"3192","IGANGA","MAKUUTU","MAKUUTU","NAKADHULI","couple","female","no","no",NA,NA
"3193","IGANGA","MAKUUTU","KASOZI","BUKOSE NONDWE","couple","female","no","no",NA,NA
"3194","MAYUGE","WAIRASA","BUSUYI","BUGABWE","couple","female","yes","no",NA,NA
"3195","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BWEZA","couple","female","yes","no",NA,NA
"3196","NAMAYINGO","BANDA","LUGALA","BUYONDO WEST","couple","female","yes","yes",NA,NA
"3197","MAYUGE","BUKATUBE","BUYEMBA","BUBALAGALA","couple","female","no","no",NA,NA
"3198","NAMAYINGO","BANDA","BUJWANGA","BUSIRO","couple","female","yes","no",NA,NA
"3199","NAMAYINGO","BUYINJA","LWANGOSIA","BUBWOYI","couple","female","yes","no",NA,NA
"3200","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA CENTRAL","couple","female","yes","yes",NA,NA
"3201","MAYUGE","KITYERERA","BUBINGE","IGUNDA","couple","female","no","no",NA,NA
"3202","BUGIRI","NABUKALU","NKAIZA","BULANGA","couple","female","no","no",NA,NA
"3203","NAMAYINGO","BANDA","BUJWANGA","NAKUDI","couple","female","yes","no",NA,NA
"3204","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUYEGO","couple","female","no","no",NA,NA
"3205","MAYUGE","IMANYIRO","MAGADA","BULYAMPINDI","couple","female","no","no",NA,NA
"3206","IGANGA","IBULANKU","NSAALE","BUYEBE","couple","female","no","no",NA,NA
"3207","NAMAYINGO","BUYINJA","LWANGOSIA","NAMUTABA WEST","couple","female","yes","no",NA,NA
"3208","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAMPIITI","couple","female","yes","no",NA,NA
"3209","NAMAYINGO","BANDA","LUTOLO","MAGOOLI","couple","female","no","no",NA,NA
"3210","MAYUGE","BAITAMBOGWE","IGEYERO","WAGONA","couple","female","yes","yes",NA,NA
"3211","MAYUGE","BUKATUBE","BUYEMBA","LUUBU A","couple","female","yes","yes",NA,NA
"3212","NAMUTUMBA","NSINZE","BUWONGO","KATENGEREIRE","couple","female","yes","no",NA,NA
"3213","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO A","couple","female","no","no",NA,NA
"3214","MAYUGE","BUKATUBE","LWANIKA","BUKATUBE 'A'","couple","female","yes","no",NA,NA
"3215","NAMUTUMBA","MAGADA","KIWANYI","KALITUMBA","couple","female","no","no",NA,NA
"3216","IGANGA","IBULANKU","NSAALE","BUWAABE","couple","female","yes","yes",NA,NA
"3217","NAMAYINGO","BANDA","BUJWANGA","SEKA","couple","female","no","no",NA,NA
"3218","IGANGA","NAWANDALA","KIWANYI","BUSAALA","couple","female","yes","no",NA,NA
"3219","IGANGA","NAWANDALA","KIWANYI","KIWANYI II","couple","female","no","no",NA,NA
"3220","NAMUTUMBA","MAGADA","KIWANYI","BUBINGA","couple","female","no","no",NA,NA
"3221","NAMUTUMBA","KIBAALE","NABWEYO","NABWEYO B","couple","female","yes","yes",NA,NA
"3222","NAMUTUMBA","KIBAALE","NAWANGISA","KIRANGA B","couple","female","no","no",NA,NA
"3223","NAMUTUMBA","NSINZE","BUWONGO","NAIGOMBWA","couple","female","yes","yes",NA,NA
"3224","NAMAYINGO","BUSWALE","NANSUMA","MAAKALO","couple","female","yes","no",NA,NA
"3225","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA I","couple","female","yes","no",NA,NA
"3226","MAYUGE","BUSAKIRA","MAUMU","MAUMU A","couple","female","no","no",NA,NA
"3227","BUGIRI","KAPYANGA","NAMUKONGE","BUWOFU","couple","female","yes","no",NA,NA
"3228","NAMUTUMBA","KIBAALE","NAWANGISA","BULERE","couple","female","no","no",NA,NA
"3229","NAMUTUMBA","MAGADA","KIWANYI","NABIKABALA","couple","female","yes","no",NA,NA
"3230","MAYUGE","BUSAKIRA","MAUMU","BUYANIRWA","couple","female","yes","no",NA,NA
"3231","BUGIRI","KAPYANGA","NAMUKONGE","IGOGO","couple","female","yes","no",NA,NA
"3232","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO A","couple","female","no","no",NA,NA
"3233","IGANGA","NAKIGO","WAIRAMA","WAIRAMA","couple","female","yes","no",NA,NA
"3234","IGANGA","NAKIGO","WAIRAMA","NAKISENYI","couple","female","yes","no",NA,NA
"3235","MAYUGE","BUKATUBE","BUYEMBA","LUUBU B","couple","female","yes","yes",NA,NA
"3236","NAMAYINGO","MUTUMBA","LUBIRA","MAWA","couple","female","yes","no",NA,NA
"3237","NAMUTUMBA","MAGADA","KAGULU","KAGULU","couple","female","yes","no",NA,NA
"3238","NAMAYINGO","BUSWALE","NANSUMA","BUMOLI B","couple","female","yes","yes",NA,NA
"3239","BUGIRI","KAPYANGA","BUGUBO","MUYEMU","couple","female","yes","no",NA,NA
"3240","IGANGA","BULAMAGI","IWAWU","MASABA","couple","female","no","no",NA,NA
"3241","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","SESE","couple","female","yes","no",NA,NA
"3242","NAMUTUMBA","KIBAALE","NABISOIGI","NABISOIGI III","couple","female","no","no",NA,NA
"3243","NAMAYINGO","MUTUMBA","LUBIRA","LUBIRA","couple","female","no","no",NA,NA
"3244","NAMUTUMBA","MAGADA","KIWANYI","KAKOOLA","couple","female","yes","no",NA,NA
"3245","IGANGA","MAKUUTU","MAKUUTU","MAKUUTU","couple","female","yes","yes",NA,NA
"3246","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAIKONA 'A'","couple","female","yes","yes",NA,NA
"3247","NAMUTUMBA","KIBAALE","NAWANGISA","KAKUNYU","couple","female","yes","no",NA,NA
"3248","NAMAYINGO","BANDA","LUTOLO","BAALE","couple","female","yes","yes",NA,NA
"3249","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO B","couple","female","yes","yes",NA,NA
"3250","MAYUGE","BUKATUBE","BUYEMBA","BUKASERO B","couple","female","yes","yes",NA,NA
"3251","NAMAYINGO","BANDA","BUJWANGA","NABWEYO","couple","couple","yes","no",NA,NA
"3252","BUGIRI","KAPYANGA","BUGUBO","BUBETA","couple","couple","yes","no",NA,NA
"3253","NAMAYINGO","BANDA","LUGALA","MAYANJA","couple","couple","yes","no",NA,NA
"3254","NAMAYINGO","BANDA","LUTOLO","BUCHUNIA B","couple","couple","no","no",NA,NA
"3255","NAMUTUMBA","MAGADA","KAGULU","IRWANIRO","couple","couple","yes","no",NA,NA
"3256","BUGIRI","BULESA","BULUWE","NANGALAMA","couple","couple","yes","yes",NA,NA
"3257","BUGIRI","NABUKALU","NKAIZA","BUKAZITO","couple","couple","no","no",NA,NA
"3258","NAMUTUMBA","KIBAALE","NABWEYO","BUSINI B","couple","couple","no","no",NA,NA
"3259","NAMAYINGO","BUSWALE","NANSUMA","SIJAGAJO B","couple","couple","yes","no",NA,NA
"3260","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUSUI","couple","couple","yes","yes",NA,NA
"3261","BUGIRI","BUWUNGA","BUBUGO","BUBUNIRA","couple","couple","yes","no",NA,NA
"3262","NAMUTUMBA","KIBAALE","NABISOIGI","BUKWALI","couple","couple","yes","yes",NA,NA
"3263","BUGIRI","IWEMBA","IWEMBA","BUSIMBA","couple","couple","yes","yes",NA,NA
"3264","MAYUGE","KITYERERA","BUBINGE","BUSIMO","couple","couple","yes","no",NA,NA
"3265","NAMUTUMBA","NSINZE","BUWONGO","KAPASULI","couple","couple","no","no",NA,NA
"3266","BUGIRI","NABUKALU","NKAIZA","BULALO","couple","couple","yes","yes",NA,NA
"3267","NAMUTUMBA","NAMUTUMBA","NAKYEERE","BULYABWITA A","couple","couple","no","no",NA,NA
"3268","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA B","couple","couple","yes","yes",NA,NA
"3269","BUGIRI","BUDHAYA","BUKATU","NAMATU","couple","couple","yes","no",NA,NA
"3270","IGANGA","BUYANGA","BUWOOYA","BUBBALA","couple","couple","yes","no",NA,NA
"3271","IGANGA","BULAMAGI","IWAWU","NKAZIWERU","couple","couple","yes","no",NA,NA
"3272","IGANGA","NAKIGO","BUSOWOOBI","KIWERERE","couple","couple","yes","yes",NA,NA
"3273","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO B","couple","couple","yes","yes",NA,NA
"3274","MAYUGE","BUKATUBE","BUYEMBA","NAMBULUKUSA","couple","couple","no","no",NA,NA
"3275","MAYUGE","KITYERERA","NDAIGA","NDAIGA B","couple","couple","no","no",NA,NA
"3276","NAMAYINGO","MUTUMBA","LUBIRA","NATIHALU","couple","couple","no","no",NA,NA
"3277","IGANGA","MAKUUTU","MAKUUTU","NAKADHULI","couple","couple","yes","yes",NA,NA
"3278","IGANGA","MAKUUTU","KASOZI","BUKOSE NONDWE","couple","couple","yes","no",NA,NA
"3279","MAYUGE","WAIRASA","BUSUYI","BUGABWE","couple","couple","yes","no",NA,NA
"3280","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BWEZA","couple","couple","yes","no",NA,NA
"3281","NAMAYINGO","BANDA","LUGALA","BUYONDO WEST","couple","couple","yes","no",NA,NA
"3282","MAYUGE","BUKATUBE","BUYEMBA","BUBALAGALA","couple","couple","yes","yes",NA,NA
"3283","NAMAYINGO","BANDA","BUJWANGA","BUSIRO","couple","couple","yes","no",NA,NA
"3284","NAMAYINGO","BUYINJA","LWANGOSIA","BUBWOYI","couple","couple","yes","no",NA,NA
"3285","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA CENTRAL","couple","couple","yes","no",NA,NA
"3286","MAYUGE","KITYERERA","BUBINGE","IGUNDA","couple","couple","no","no",NA,NA
"3287","BUGIRI","NABUKALU","NKAIZA","BULANGA","couple","couple","yes","yes",NA,NA
"3288","NAMAYINGO","BANDA","BUJWANGA","NAKUDI","couple","couple","no","no",NA,NA
"3289","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","BUYEGO","couple","couple","yes","no",NA,NA
"3290","MAYUGE","IMANYIRO","MAGADA","BULYAMPINDI","couple","couple","yes","yes",NA,NA
"3291","IGANGA","IBULANKU","NSAALE","BUYEBE","couple","couple","yes","yes",NA,NA
"3292","NAMAYINGO","BUYINJA","LWANGOSIA","NAMUTABA WEST","couple","couple","yes","no",NA,NA
"3293","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAMPIITI","couple","couple","no","no",NA,NA
"3294","NAMAYINGO","BANDA","LUTOLO","MAGOOLI","couple","couple","no","no",NA,NA
"3295","MAYUGE","BAITAMBOGWE","IGEYERO","WAGONA","couple","couple","no","no",NA,NA
"3296","MAYUGE","BUKATUBE","BUYEMBA","LUUBU A","couple","couple","yes","yes",NA,NA
"3297","NAMUTUMBA","NSINZE","BUWONGO","KATENGEREIRE","couple","couple","yes","yes",NA,NA
"3298","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO A","couple","couple","yes","yes",NA,NA
"3299","MAYUGE","BUKATUBE","LWANIKA","BUKATUBE 'A'","couple","couple","yes","no",NA,NA
"3300","NAMUTUMBA","MAGADA","KIWANYI","KALITUMBA","couple","couple","yes","yes",NA,NA
"3301","IGANGA","IBULANKU","NSAALE","BUWAABE","couple","couple","yes","no",NA,NA
"3302","NAMAYINGO","BANDA","BUJWANGA","SEKA","couple","couple","yes","no",NA,NA
"3303","IGANGA","NAWANDALA","KIWANYI","BUSAALA","couple","couple","yes","yes",NA,NA
"3304","IGANGA","NAWANDALA","KIWANYI","KIWANYI II","couple","couple","no","no",NA,NA
"3305","NAMUTUMBA","MAGADA","KIWANYI","BUBINGA","couple","couple","yes","no",NA,NA
"3306","NAMUTUMBA","KIBAALE","NABWEYO","NABWEYO B","couple","couple","yes","yes",NA,NA
"3307","NAMUTUMBA","KIBAALE","NAWANGISA","KIRANGA B","couple","couple","no","no",NA,NA
"3308","NAMUTUMBA","NSINZE","BUWONGO","NAIGOMBWA","couple","couple","yes","no",NA,NA
"3309","NAMAYINGO","BUSWALE","NANSUMA","MAAKALO","couple","couple","yes","yes",NA,NA
"3310","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA I","couple","couple","yes","yes",NA,NA
"3311","MAYUGE","BUSAKIRA","MAUMU","MAUMU A","couple","couple","yes","no",NA,NA
"3312","BUGIRI","KAPYANGA","NAMUKONGE","BUWOFU","couple","couple","no","no",NA,NA
"3313","NAMUTUMBA","KIBAALE","NAWANGISA","BULERE","couple","couple","yes","yes",NA,NA
"3314","NAMUTUMBA","MAGADA","KIWANYI","NABIKABALA","couple","couple","no","no",NA,NA
"3315","MAYUGE","BUSAKIRA","MAUMU","BUYANIRWA","couple","couple","yes","yes",NA,NA
"3316","BUGIRI","KAPYANGA","NAMUKONGE","IGOGO","couple","couple","no","no",NA,NA
"3317","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO A","couple","couple","no","no",NA,NA
"3318","IGANGA","NAKIGO","WAIRAMA","WAIRAMA","couple","couple","no","no",NA,NA
"3319","IGANGA","NAKIGO","WAIRAMA","NAKISENYI","couple","couple","yes","yes",NA,NA
"3320","MAYUGE","BUKATUBE","BUYEMBA","LUUBU B","couple","couple","yes","yes",NA,NA
"3321","NAMAYINGO","MUTUMBA","LUBIRA","MAWA","couple","couple","yes","yes",NA,NA
"3322","NAMUTUMBA","MAGADA","KAGULU","KAGULU","couple","couple","yes","yes",NA,NA
"3323","NAMAYINGO","BUSWALE","NANSUMA","BUMOLI B","couple","couple","no","no",NA,NA
"3324","BUGIRI","KAPYANGA","BUGUBO","MUYEMU","couple","couple","no","no",NA,NA
"3325","IGANGA","BULAMAGI","IWAWU","MASABA","couple","couple","yes","no",NA,NA
"3326","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","SESE","couple","couple","no","no",NA,NA
"3327","NAMUTUMBA","KIBAALE","NABISOIGI","NABISOIGI III","couple","couple","yes","no",NA,NA
"3328","NAMAYINGO","MUTUMBA","LUBIRA","LUBIRA","couple","couple","yes","no",NA,NA
"3329","NAMUTUMBA","MAGADA","KIWANYI","KAKOOLA","couple","couple","yes","no",NA,NA
"3330","IGANGA","MAKUUTU","MAKUUTU","MAKUUTU","couple","couple","yes","no",NA,NA
"3331","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAIKONA 'A'","couple","couple","no","no",NA,NA
"3332","NAMUTUMBA","KIBAALE","NAWANGISA","KAKUNYU","couple","couple","yes","yes",NA,NA
"3333","NAMAYINGO","BANDA","LUTOLO","BAALE","couple","couple","yes","yes",NA,NA
"3334","MAYUGE","BUKATUBE","LWANIKA","NDHOKERO B","couple","couple","no","no",NA,NA
"3335","MAYUGE","BUKATUBE","BUYEMBA","BUKASERO B","couple","couple","yes","no",NA,NA
"3336","IGANGA","BULAMAGI","IWAWU","BUWOYA","male","male","yes","yes",NA,NA
"3337","IGANGA","NAKIGO","BUSOWOOBI","NAKIGO II","male","male","yes","no",NA,NA
"3338","NAMUTUMBA","NAMUTUMBA","NAKYEERE","KASIMIZI","male","male","yes","no",NA,NA
"3339","IGANGA","NAKIGO","BUSOWOOBI","NAKIGO I","male","male","yes","no",NA,NA
"3340","BUGIRI","BULESA","BULUWE","BUTEGWA B","male","male","yes","yes",NA,NA
"3341","BUGIRI","BUDHAYA","BUKATU","BULYANSWA","male","male","yes","no",NA,NA
"3342","IGANGA","MAKUUTU","MAKUUTU","BUWONGO","male","male","no","no",NA,NA
"3343","IGANGA","MAKUUTU","KASOZI","BUSIMO B","male","male","yes","no",NA,NA
"3344","BUGIRI","BUDHAYA","BUDHAYA","NABUKALU","male","male","no","no",NA,NA
"3345","IGANGA","BULAMAGI","IWAWU","NAMALEMBA","male","male","yes","no",NA,NA
"3346","NAMUTUMBA","MAGADA","KIWANYI","NAMBULA","male","male","no","no",NA,NA
"3347","NAMUTUMBA","KIBAALE","NABWEYO","NABWEYO A","male","male","yes","no",NA,NA
"3348","NAMUTUMBA","KIBAALE","NABWEYO","BULIMBA A","male","male","yes","no",NA,NA
"3349","NAMAYINGO","BANDA","BUJWANGA","MABENDE","male","male","no","no",NA,NA
"3350","IGANGA","NAWANDALA","KIWANYI","BUWUMBA","male","male","no","no",NA,NA
"3351","NAMAYINGO","BANDA","LUGALA","BUYONDO BEACH","male","male","yes","yes",NA,NA
"3352","NAMUTUMBA","KIBAALE","NABISOIGI","NABISOIGI I","male","male","no","no",NA,NA
"3353","NAMUTUMBA","MAGADA","KIWANYI","BUSAMBAIZA","male","male","yes","yes",NA,NA
"3354","BUGIRI","BUDHAYA","BUKATU","BUKATU","male","male","yes","no",NA,NA
"3355","IGANGA","BUYANGA","BULUNGULI","BULUNGULI","male","male","yes","no",NA,NA
"3356","NAMAYINGO","BANDA","LUGALA","SIDENDE","male","male","yes","yes",NA,NA
"3357","BUGIRI","BULESA","BULUWE","KIDOWO","male","male","yes","yes",NA,NA
"3358","BUGIRI","KAPYANGA","NDIFAKULYA","LWABA","male","male","yes","yes",NA,NA
"3359","IGANGA","NAKALAMA","NAKALAMA","NABIRYE","male","male","no","no",NA,NA
"3360","MAYUGE","KITYERERA","NDAIGA","NAKIRIMIRA A","male","male","yes","yes",NA,NA
"3361","MAYUGE","BUKATUBE","LWANIKA","KAPALUKO","male","male","no","no",NA,NA
"3362","IGANGA","IBULANKU","NSAALE","NSAALE","male","male","no","no",NA,NA
"3363","IGANGA","BULAMAGI","IWAWU","BUWOYA","male","female","yes","yes",NA,NA
"3364","IGANGA","NAKIGO","BUSOWOOBI","NAKIGO II","male","female","yes","yes",NA,NA
"3365","NAMUTUMBA","NAMUTUMBA","NAKYEERE","KASIMIZI","male","female","yes","yes",NA,NA
"3366","IGANGA","NAKIGO","BUSOWOOBI","NAKIGO I","male","female","yes","yes",NA,NA
"3367","BUGIRI","BULESA","BULUWE","BUTEGWA B","male","female","no","no",NA,NA
"3368","BUGIRI","BUDHAYA","BUKATU","BULYANSWA","male","female","no","no",NA,NA
"3369","IGANGA","MAKUUTU","MAKUUTU","BUWONGO","male","female","yes","yes",NA,NA
"3370","IGANGA","MAKUUTU","KASOZI","BUSIMO B","male","female","no","no",NA,NA
"3371","BUGIRI","BUDHAYA","BUDHAYA","NABUKALU","male","female","no","no",NA,NA
"3372","IGANGA","BULAMAGI","IWAWU","NAMALEMBA","male","female","no","no",NA,NA
