"","hhid","femalehead","enumerator","date","hh_type","grow_maize","hh_yes","recipient","consent","maizeeduc","maizeage","maizehh_no","maizedist_shop","maizearea_cultivation","maizebags_harv","maizepralready_plant","maizeprinfo_receiv","maizeprinfo_receiv_spouse","maizeprinput_use","maizeprwall","maizeprrooms","maizeprearn","maizevideo_shown","maizeoptimal_spacing","maizeq22","maizeq23","maizemobile","maizemobile_access","maizeq26","maizeq27","maizeivr","maizeinside_outside","maizedisturbed","maizeeduc_spouse","maizeage_spouse","vilID","subID","distID"
"2852","HH1469",0,13,"2017-08-11","Yes","Yes","Yes","couple","Yes",2,30,8,6,1,5,"Yes","No","No","No",1,1,"No","female","c","c","b","Yes",NA,NA,"1","yes","Outside","No",3,28,1,1,5
"2853","HH1726",0,13,"2017-08-11","Yes","Yes","No","male","Yes",4,29,6,9,2,8,"Yes","No","No","No",1,3,"Yes","couple","c","c","b","Yes",NA,NA,"1","yes","Outside","No",4,25,1,1,5
"2854","HH184",0,13,"2017-08-11","Yes","Yes","Yes","male","Yes",2,26,8,9,1,2,"Yes","No","No","No",2,1,"Yes","male","c","c","b","Yes",NA,NA,"1","yes","Outside","No",2,25,1,1,5
"2855","HH1983",0,13,"2017-08-11","Yes","Yes","Yes","female","Yes",2,26,5,9,0.5,2,"Yes","No","No","No",1,1,"Yes","couple","b","c","b","No","No",NA,NA,"no","Outside","No",2,43,1,1,5
"2856","HH2240",0,13,"2017-08-11","Yes","Yes","Yes","couple","Yes",2,67,16,7,2,5,"Yes","No","No","No",1,3,"No","couple","b","c","d","Yes",NA,NA,"1","yes","Outside","No",2,48,1,1,5
"2857","HH2497",0,13,"2017-08-11","Yes","Yes","No","couple","Yes",4,28,7,9,0.5,2,"Yes","No","No","No",1,1,"No","ctrl","c","b","b","Yes",NA,NA,"1","no","Outside","No",2,26,1,1,5
"2858","HH441",0,13,"2017-08-11","Yes","Yes","Yes","female","Yes",1,38,8,9,1,3,"No","No","No","No",2,1,"No","male","c","c","b","Yes",NA,NA,"1","yes","Outside","No",1,999,1,1,5
"2859","HH698",0,13,"2017-08-11","Yes","Yes","Yes","couple","Yes",2,37,7,6,0.5,1,"Yes","No","No","No",1,1,"No","male","c","b","b","Yes",NA,NA,"1","yes","Outside","No",2,29,1,1,5
"2860","HH955",0,13,"2017-08-11","Yes","Yes","Yes","male","Yes",2,30,9,8,1,6,"Yes","No","No","No",1,3,"No","female","b","c","b","No","Yes","Yes","1","no","Outside","No",2,25,1,1,5
"2861","HH1085",0,14,NA,"Yes","Yes","Yes","female","Yes",6,27,6,3,6.5,17,"Yes","No","No","Yes",1,3,"Yes","female","a","c","a","Yes",NA,NA,"1","yes","Outside","No",4,26,2,1,5
"2862","HH1342",0,14,NA,"Yes","Yes","Yes","couple","Yes",3,25,6,2,1,2,"Yes","No","No","No",2,1,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","Yes",2,24,2,1,5
"2863","HH1599",0,8,"2017-08-11","Yes","Yes","Yes","male","Yes",4,65,10,4,1.5,2,"Yes","No","No","No",1,3,"No","couple","a","c","b","No","Yes","Yes","1","no","Outside","No",2,32,2,1,5
"2864","HH1856",0,14,NA,"Yes","Yes","Yes","female","Yes",3,28,5,3,1,4,"Yes","No","No","No",1,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,26,2,1,5
"2865","HH2113",0,14,NA,"Yes","Yes","Yes","couple","Yes",6,52,7,2,8,20,"Yes","No","Yes","No",1,3,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",3,26,2,1,5
"2866","HH2370",0,14,NA,"Yes","Yes","No","couple","Yes",1,50,8,3,0.5,2,"Yes","No","No","Yes",1,2,"No","ctrl","c","b","b","Yes",NA,NA,"1","no","Outside","No",1,45,2,1,5
"2867","HH314",0,14,NA,"Yes","Yes","Yes","female","Yes",2,23,4,2,2,22,"No","No","No","No",2,1,"Yes","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,25,2,1,5
"2868","HH57",0,8,"2017-08-11","Yes","Yes","Yes","male","Yes",2,54,16,4,2,8,"Yes","No","No","No",1,1,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,40,2,1,5
"2869","HH571",0,14,NA,"Yes","Yes","Yes","couple","Yes",1,46,9,2,2,10,"Yes","No","No","No",1,3,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",1,40,2,1,5
"2870","HH828",0,14,NA,"Yes","Yes","Yes","male","Yes",1,31,7,2,1.5,8,"Yes","No","No","Yes",1,1,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,999,2,1,5
"2871","FH2196",1,13,NA,"Yes","Yes","Yes",NA,"Yes",1,999,5,6,0.5,1,"Yes","No","No","No",1,1,"No","female","b","c","b","No","No",NA,NA,"yes","Outside","No",NA,NA,3,1,5
"2872","HH1034",0,13,"2017-08-11","Yes","Yes","Yes","female","Yes",2,49,11,3,0.5,2,"Yes","Yes","No","No",1,3,"No","female","c","c","b","Yes",NA,NA,"1","yes","Outside","No",2,50,3,1,5
"2873","HH1291",0,8,"2017-08-11","Yes","Yes","Yes","couple","Yes",2,40,8,1,0.600000023841858,2,"Yes","No","No","No",1,2,"No","female","a","c","a","Yes",NA,NA,"1","no","Outside","No",1,35,3,1,5
"2874","HH1548",0,13,"2017-08-11","Yes","Yes","Yes","male","Yes",2,50,9,5,0.5,1,"Yes","No","No","No",3,1,"No","couple","b","c","b","No","No",NA,NA,"no","Outside","No",2,40,3,1,5
"2875","HH1805",0,13,"2017-08-11","Yes","Yes","Yes","female","Yes",2,25,12,4,1,1,"Yes","No","No","No",1,3,"No","couple","b","c","b","No","Yes","Yes","1","yes","Outside","No",2,30,3,1,5
"2876","HH2062",0,8,"2017-08-11","Yes","Yes","Yes","couple","Yes",2,24,6,12,4,9,"Yes","No","No","Yes",2,3,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,20,3,1,5
"2877","HH2319",0,13,"2017-08-11","Yes","Yes","Yes","female","Yes",2,19,4,5,1,2,"Yes","No","No","No",1,1,"No","ctrl","c","b","d","No","Yes","Yes","1","no","Outside","No",2,22,3,1,5
"2878","HH263",0,13,"2017-08-11","Yes","Yes","No","female","Yes",2,23,4,6,2,7,"No","No","No","No",3,1,"No","male","b","c","b","No","No",NA,NA,"yes","Outside","No",4,38,3,1,5
"2879","HH520",0,8,"2017-08-11","Yes","Yes","Yes","couple","Yes",4,84,6,2,1,6,"Yes","No","No","Yes",1,4,"No","male","a","b","b","Yes",NA,NA,"1","yes","Outside","No",2,79,3,1,5
"2880","HH6",0,13,"2017-08-11","Yes","Yes","Yes","male","Yes",4,51,10,3,1,3,"No","No","No","Yes",1,1,"Yes","male","c","b","d","Yes",NA,NA,"1","no","Outside","No",2,37,3,1,5
"2881","HH777",0,8,"2017-08-11","Yes","Yes","Yes","male","Yes",2,40,6,2,4,20,"Yes","No","No","No",1,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",1,36,3,1,5
"2882","HH1252",0,10,"2017-08-11","Yes","Yes","Yes","female","Yes",2,52,10,3,1,0.5,"Yes","No","No","No",2,2,"No","female","d","d","a","No","No",NA,NA,"yes","Outside","No",4,53,4,1,5
"2883","HH1509",0,10,"2017-08-11","Yes","Yes","Yes","couple","Yes",4,24,4,8,1.5,5,"No","No","Yes","No",1,3,"Yes","female","a","c","b","No","No",NA,NA,"no","Outside","No",2,22,4,1,5
"2884","HH1766",0,10,"2017-08-11","Yes","Yes","Yes","male","Yes",2,40,5,5,1,4,"Yes","No","No","No",3,1,"No","couple","a","c","b","No","Yes","Yes","1","yes","Outside","No",2,26,4,1,5
"2885","HH2023",0,10,"2017-08-11","Yes","Yes","Yes","female","Yes",1,36,8,3,1,2,"Yes","No","No","No",3,1,"No","couple","b","c","b","No","No",NA,NA,"no","Outside","No",2,45,4,1,5
"2886","HH224",0,10,"2017-08-11","Yes","Yes","Yes","male","Yes",4,31,5,18,3,5,"Yes","No","No","Yes",3,1,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,21,4,1,5
"2887","HH2280",0,10,"2017-08-11","Yes","Yes","No","couple","Yes",2,35,7,3,2,3,"Yes","No","No","Yes",3,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,34,4,1,5
"2888","HH2537",0,10,"2017-08-11","Yes","Yes","Yes","male","Yes",6,47,11,5,3,20,"Yes","Yes","No","Yes",1,4,"Yes","ctrl","d","c","b","Yes",NA,NA,"1","no","Outside","No",5,35,4,1,5
"2889","HH481",0,10,"2017-08-11","Yes","Yes","Yes","female","Yes",2,32,4,3,1,5,"Yes","No","No","No",3,1,"No","male","d","d","b","No","No",NA,NA,"yes","Outside","No",2,999,4,1,5
"2890","HH738",0,10,"2017-08-11","Yes","Yes","Yes","couple","Yes",4,36,7,3,0.5,2,"No","No","No","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,20,4,1,5
"2891","HH995",0,10,"2017-08-11","Yes","Yes","Yes","male","Yes",4,27,6,3,2.5,9,"Yes","Yes","No","Yes",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",4,24,4,1,5
"2892","HH1066",0,14,NA,"Yes","Yes","Yes","female","Yes",2,29,8,3,1,2,"Yes","No","No","No",2,1,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",5,34,5,1,5
"2893","HH1323",0,14,NA,"Yes","Yes","Yes","couple","Yes",2,25,3,3,2,6,"Yes","No","No","No",2,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,18,5,1,5
"2894","HH1580",0,14,NA,"Yes","Yes","Yes","male","Yes",4,71,18,2,6,20,"Yes","No","No","Yes",1,3,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,60,5,1,5
"2895","HH1837",0,14,NA,"Yes","Yes","No","female","Yes",2,40,6,3,2,5,"Yes","No","No","Yes",1,1,"No","couple","a","c","b","No","No",NA,NA,"no","Outside","No",2,50,5,1,5
"2896","HH2094",0,14,NA,"Yes","Yes","No","couple","Yes",3,24,3,3,1,10,"Yes","No","No","Yes",1,1,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",3,20,5,1,5
"2897","HH2351",0,14,NA,"Yes","Yes","Yes","couple","Yes",2,40,7,3,0.5,1,"Yes","No","No","No",1,1,"No","ctrl","c","c","a","No","No",NA,NA,"no","Outside","No",2,30,5,1,5
"2898","HH295",0,14,NA,"Yes","Yes","Yes","female","Yes",2,24,5,2,1,6,"Yes","No","Yes","Yes",1,1,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,999,5,1,5
"2899","HH38",0,14,NA,"Yes","Yes","No","male","Yes",2,28,5,3,0.5,4,"Yes","No","Yes","Yes",1,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,19,5,1,5
"2900","HH552",0,14,NA,"Yes","Yes","No","couple","Yes",2,52,6,3,1,8,"No","No","No","No",1,2,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",1,48,5,1,5
"2901","HH809",0,14,NA,"Yes","Yes","No","male","Yes",2,59,4,3,1.5,4,"Yes","No","No","No",1,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,52,5,1,5
"2902","FH2226",1,11,"2017-08-11","Yes","Yes","Yes",NA,"Yes",1,39,8,3,1,0.400000005960464,"No","No","No","No",1,1,"No","male","a","c","b","No","Yes","No",NA,"no","Outside","No",NA,NA,6,1,5
"2903","HH1032",0,11,"2017-08-11","Yes","Yes","Yes","female","Yes",1,999,13,2,1,1,"No","No","No","No",1,3,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,60,6,1,5
"2904","HH1289",0,11,"2017-08-11","Yes","Yes","Yes","couple","Yes",4,35,8,1,2,4,"No","No","No","No",1,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,32,6,1,5
"2905","HH1546",0,2,"2017-08-11","Yes","Yes","Yes","male","Yes",5,47,7,6,1,10,"Yes","No","No","Yes",1,3,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",3,31,6,1,5
"2906","HH1803",0,11,"2017-08-11","Yes","Yes","No","female","Yes",4,32,7,8,5,30,"Yes","No","Yes","Yes",1,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,34,6,1,5
"2907","HH2060",0,11,"2017-08-11","Yes","Yes","Yes","couple","Yes",1,49,4,2,1,2,"No","No","No","No",1,3,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,50,6,1,5
"2908","HH2317",0,2,"2017-08-11","Yes","Yes","Yes","male","Yes",5,52,10,1,1,3,"No","No","No","Yes",1,2,"Yes","ctrl","c","c","a","Yes",NA,NA,"1","no","Outside","No",5,48,6,1,5
"2909","HH261",0,2,"2017-08-11","Yes","Yes","No","female","Yes",1,41,6,3,1,1,"Yes","No","No","No",2,1,"No","male","b","c","a","Yes",NA,NA,"1","no","Outside","Yes",2,60,6,1,5
"2910","HH4",0,2,"2017-08-11","Yes","Yes","Yes","male","Yes",4,65,15,2,1,5,"No","No","No","No",1,4,"No","male","a","c","a","No","Yes","Yes","1","yes","Outside","No",4,45,6,1,5
"2911","HH518",0,2,"2017-08-11","Yes","Yes","No","couple","Yes",3,30,5,7,2,4,"Yes","No","No","No",1,1,"No","male","a","c","a","Yes",NA,NA,"1","no","Outside","No",4,27,6,1,5
"2912","HH775",0,11,"2017-08-11","Yes","Yes","No","male","Yes",4,62,8,8,2,3,"Yes","No","No","No",1,3,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",1,42,6,1,5
"2913","FH2236",1,11,"2017-08-11","Yes","Yes","Yes",NA,"Yes",1,999,3,3,1,3,"Yes","No","No","No",1,1,"Yes","male","a","c","b","No","Yes","No",NA,"yes","Outside","No",NA,NA,7,1,5
"2914","HH2605",0,10,"2017-08-11","Yes","Yes","Yes","male","Yes",2,43,4,5,4,8,"No","Yes","Yes","Yes",1,2,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,25,7,1,5
"2915","HH2690",0,10,"2017-08-11","Yes","Yes","Yes","female","Yes",3,29,8,4,1.5,5,"Yes","No","Yes","Yes",3,1,"Yes","male","d","d","b","Yes",NA,NA,"1","no","Outside","No",3,30,7,1,5
"2916","HH2775",0,10,"2017-08-11","Yes","Yes","Yes","couple","Yes",2,24,6,6,4,10,"No","No","No","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,20,7,1,5
"2917","HH2860",0,14,NA,"Yes","Yes","No","male","Yes",2,27,5,4,0.699999988079071,3,"Yes","No","No","No",1,1,"No","female","a","c","a","Yes",NA,NA,"1","no","Outside","No",2,24,7,1,5
"2918","HH2945",0,13,"2017-08-11","Yes","Yes","Yes","female","Yes",3,22,3,10,1,5,"Yes","No","No","Yes",2,1,"Yes","female","c","c","b","Yes",NA,NA,"1","yes","Outside","No",3,24,7,1,5
"2919","HH3030",0,2,"2017-08-11","Yes","Yes","No","couple","Yes",4,30,8,6,1.5,4.5,"No","No","No","No",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,21,7,1,5
"2920","HH3115",0,10,"2017-08-11","Yes","Yes","Yes","male","Yes",2,49,7,5,1,2.5,"No","No","No","Yes",3,1,"No","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",2,44,7,1,5
"2921","HH3200",0,2,"2017-08-11","Yes","Yes","Yes","female","Yes",2,50,9,5,1,3,"Yes","No","No","No",2,3,"No","couple","b","c","a","Yes",NA,NA,"1","yes","Outside","No",2,51,7,1,5
"2922","HH3285",0,10,"2017-08-11","Yes","Yes","Yes","couple","Yes",2,38,7,5,2,7,"No","No","No","No",1,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",2,35,7,1,5
"2923","FH2245",1,11,"2017-08-11","Yes","Yes","Yes",NA,"Yes",1,999,3,22,1,0.5,"No","No","No","No",1,1,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",NA,NA,8,1,5
"2924","HH2630",0,11,"2017-08-11","Yes","Yes","Yes","male","Yes",2,50,8,2,1,12,"No","Yes","No","No",1,4,"No","male","a","c","b","No","Yes","Yes","1","yes","Outside","No",3,45,8,1,5
"2925","HH2715",0,11,"2017-08-11","Yes","Yes","Yes","female","Yes",2,20,3,20,0.5,1,"Yes","No","No","No",1,1,"Yes","male","a","c","b","No","Yes","Yes","1","no","Outside","No",1,999,8,1,5
"2926","HH2800",0,11,"2017-08-11","Yes","Yes","Yes","couple","Yes",3,19,4,7,1.5,1.5,"Yes","No","No","No",2,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",5,25,8,1,5
"2927","HH2885",0,11,"2017-08-11","Yes","Yes","Yes","male","Yes",5,26,4,8,2,6,"Yes","No","No","Yes",2,1,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,20,8,1,5
"2928","HH2970",0,11,"2017-08-11","Yes","Yes","Yes","female","Yes",1,45,4,8,1.5,1.5,"Yes","No","No","No",1,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,52,8,1,5
"2929","HH3055",0,11,"2017-08-11","Yes","Yes","No","couple","Yes",2,20,4,8,1.5,4.5,"Yes","No","No","Yes",2,1,"Yes","female","a","c","b","No","Yes","Yes","1","no","Outside","No",2,19,8,1,5
"2930","HH3140",0,11,"2017-08-11","Yes","Yes","No","male","Yes",1,60,5,8,2,10,"No","No","No","No",1,3,"No","couple","a","c","b","No","Yes","Yes","1","yes","Outside","No",2,30,8,1,5
"2931","HH3225",0,11,"2017-08-11","Yes","Yes","Yes","female","Yes",1,49,3,23,0.5,2,"No","No","No","No",1,2,"No","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",1,999,8,1,5
"2932","HH3310",0,11,"2017-08-11","Yes","Yes","No","couple","Yes",2,35,10,2,1,2,"Yes","No","No","Yes",1,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,34,8,1,5
"2933","FH2254",1,11,"2017-08-11","Yes","Yes","Yes",NA,"Yes",1,40,7,3,2,4,"No","No","No","Yes",1,1,"No","female","a","c","b","No","Yes","Yes","1","no","Outside","No",NA,NA,9,1,5
"2934","HH1041",0,2,"2017-08-11","Yes","Yes","Yes","female","Yes",1,30,8,6,1,3.5,"No","No","No","Yes",1,3,"Yes","female","a","c","a","No","Yes","Yes","1","no","Outside","No",2,40,9,1,5
"2935","HH1298",0,2,"2017-08-11","Yes","Yes","Yes","couple","Yes",2,48,10,3,2,3,"Yes","No","No","Yes",1,3,"No","female","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,42,9,1,5
"2936","HH13",0,2,"2017-08-11","Yes","Yes","Yes","male","Yes",2,45,9,6,3,9,"No","No","No","Yes",1,2,"No","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",1,32,9,1,5
"2937","HH1555",0,2,"2017-08-11","Yes","Yes","Yes","male","Yes",2,35,8,4,0.100000001490116,1,"Yes","Yes","No","Yes",2,1,"No","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,25,9,1,5
"2938","HH1812",0,2,"2017-08-11","Yes","Yes","Yes","female","Yes",2,25,5,6,2,4,"Yes","No","No","No",3,1,"No","couple","a","c","a","No","No",NA,NA,"yes","Outside","No",2,29,9,1,5
"2939","HH2069",0,2,"2017-08-11","Yes","Yes","Yes","couple","Yes",1,45,8,3,2,4,"Yes","No","No","Yes",1,3,"Yes","couple","a","c","a","Yes",NA,NA,"1","no","Outside","No",2,50,9,1,5
"2940","HH2326",0,2,"2017-08-11","Yes","Yes","Yes","male","Yes",1,75,8,3,2,5,"Yes","Yes","No","Yes",1,2,"Yes","ctrl","c","c","b","No","Yes","Yes","1","no","Outside","No",1,45,9,1,5
"2941","HH270",0,2,"2017-08-11","Yes","Yes","Yes","female","Yes",2,28,10,5,2,10,"Yes","No","No","No",1,3,"No","male","a","c","a","No","Yes","Yes","1","no","Outside","No",3,30,9,1,5
"2942","HH527",0,2,"2017-08-11","Yes","Yes","Yes","couple","Yes",2,70,4,5,1,2,"Yes","No","No","No",1,2,"No","male","b","c","b","No","No",NA,NA,"yes","Outside","No",1,50,9,1,5
"2943","HH784",0,10,"2017-08-11","Yes","Yes","No","male","Yes",1,48,9,5,2,3,"Yes","No","Yes","Yes",1,1,"Yes","female","a","d","b","Yes",NA,NA,"1","yes","Outside","No",2,32,9,1,5
"2944","FH2264",1,16,"2017-08-08","Yes","Yes","Yes",NA,"Yes",2,53,2,3,0.5,1,"Yes","No","No","No",3,1,"No","female","b","a","b","No","No",NA,NA,"no","Outside","No",NA,NA,1,2,5
"2945","HH1014",0,6,"2017-08-08","Yes","Yes","Yes","male","Yes",2,40,7,2,2,5,"Yes","No","No","No",1,5,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,39,1,2,5
"2946","HH1271",0,16,"2017-08-08","Yes","Yes","No","female","Yes",3,26,3,5,1,4,"Yes","Yes","Yes","Yes",1,1,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",4,27,1,2,5
"2947","HH1528",0,7,"2017-08-08","Yes","Yes","Yes","couple","Yes",1,59,6,5,3,0,"Yes","No","Yes","Yes",1,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,54,1,2,5
"2948","HH1785",0,7,"2017-08-08","Yes","Yes","No","male","Yes",3,60,7,5,0.5,2,"Yes","No","No","No",1,3,"No","couple","c","c","b","Yes",NA,NA,"1","no","Outside","No",2,49,1,2,5
"2949","HH2042",0,7,"2017-08-08","Yes","Yes","Yes","female","Yes",1,60,3,5,0.100000001490116,3.5,"Yes","No","No","No",1,1,"No","couple","a","c","b","No","No",NA,NA,"no","Outside","No",6,80,1,2,5
"2950","HH2299",0,7,"2017-08-08","Yes","Yes","Yes","couple","Yes",2,30,13,15,1,2,"Yes","No","No","No",1,3,"No","couple","a","b","b","Yes",NA,NA,"1","yes","Outside","No",3,30,1,2,5
"2951","HH243",0,6,"2017-08-08","Yes","Yes","Yes","male","Yes",1,45,8,4,1,3,"Yes","No","No","No",1,2,"Yes","male","a","c","b","No","Yes","Yes","1","yes","Outside","No",3,999,1,2,5
"2952","HH2556",0,7,"2017-08-08","Yes","Yes","Yes","couple","Yes",4,54,15,7,1.5,3,"Yes","No","No","Yes",1,6,"No","ctrl","d","d","d","Yes",NA,NA,"1","no","Inside","No",2,46,1,2,5
"2953","HH500",0,7,"2017-08-08","Yes","Yes","Yes","female","Yes",2,67,6,5,1,1,"Yes","No","No","No",1,3,"No","male","a","a","b","No","No",NA,NA,"no","Outside","No",1,72,1,2,5
"2954","HH757",0,6,"2017-08-08","Yes","Yes","Yes","couple","Yes",5,25,4,3,1,2,"Yes","No","No","Yes",1,1,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",5,24,1,2,5
"2955","FH2274",1,16,"2017-08-09","Yes","Yes","Yes",NA,"Yes",1,53,5,5,0.75,0.200000002980232,"Yes","No","No","No",1,3,"No","male","b","c","b","No","No",NA,NA,"yes","Outside","No",NA,NA,2,2,5
"2956","HH1094",0,7,"2017-08-09","Yes","Yes","No","female","Yes",3,18,5,5,1.5,1,"Yes","No","No","Yes",1,2,"No","female","a","c","c","Yes",NA,NA,"1","yes","Outside","No",4,29,2,2,5
"2957","HH1351",0,9,"2017-08-09","Yes","Yes","Yes","couple","Yes",2,23,11,3,2,3,"Yes","No","No","No",2,3,"No","female","a","c","a","Yes",NA,NA,"1","yes","Outside","No",1,25,2,2,5
"2958","HH1608",0,9,"2017-08-09","Yes","Yes","No","male","Yes",4,40,8,3,1,2,"Yes","No","No","Yes",1,3,"Yes","couple","b","c","b","Yes",NA,NA,"1","no","Outside","No",4,35,2,2,5
"2959","HH1865",0,7,"2017-08-09","Yes","Yes","No","female","Yes",1,25,7,5,2,2.5,"Yes","No","No","No",1,1,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",4,30,2,2,5
"2960","HH2122",0,9,"2017-08-09","Yes","Yes","Yes","couple","Yes",4,24,3,8,1,1.5,"No","No","No","No",1,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,20,2,2,5
"2961","HH2379",0,9,"2017-08-09","Yes","Yes","No","male","Yes",1,46,8,3,2,1.5,"Yes","No","No","No",1,3,"No","ctrl","c","c","b","Yes",NA,NA,"1","no","Outside","No",2,26,2,2,5
"2962","HH323",0,5,"2017-08-09","Yes","Yes","Yes","female","Yes",1,50,10,5,0.5,3,"Yes","No","Yes","Yes",1,3,"No","male","b","c","b","No","No",NA,NA,"yes","Outside","No",5,60,2,2,5
"2963","HH580",0,9,"2017-08-09","Yes","Yes","Yes","couple","Yes",2,26,6,6,2,5,"Yes","No","No","No",2,1,"No","male","a","c","a","Yes",NA,NA,"1","no","Outside","No",2,25,2,2,5
"2964","HH66",0,5,"2017-08-09","Yes","Yes","Yes","male","Yes",2,24,5,10,1.5,6,"Yes","No","Yes","No",1,3,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,22,2,2,5
"2965","HH837",0,9,NA,"Yes","Yes","No","male","Yes",2,23,4,5,3,6,"Yes","No","Yes","Yes",1,1,"No","female","b","a","b","Yes",NA,NA,"1","no","Outside","No",2,21,2,2,5
"2966","FH2284",1,16,"2017-08-09","Yes","Yes","Yes",NA,"Yes",1,72,7,5,2,1,"Yes","No","No","No",1,3,"No","male","b","c","b","Yes",NA,NA,"1","yes","Outside","Yes",NA,NA,3,2,5
"2967","HH1068",0,9,"2017-08-09","Yes","Yes","No","female","Yes",2,39,8,3,1,4,"Yes","No","No","No",1,1,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,50,3,2,5
"2968","HH1325",0,9,"2017-08-09","Yes","Yes","Yes","couple","Yes",2,51,10,5,1.5,2.5,"Yes","No","No","No",1,2,"No","female","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,48,3,2,5
"2969","HH1582",0,9,"2017-08-09","Yes","Yes","Yes","male","Yes",2,35,10,6,1,4,"Yes","No","No","No",1,2,"No","couple","a","a","b","Yes",NA,NA,"1","yes","Outside","No",1,30,3,2,5
"2970","HH1839",0,9,"2017-08-09","Yes","Yes","Yes","female","Yes",2,35,8,5,2.5,2,"Yes","No","No","No",2,2,"No","couple","b","c","a","Yes",NA,NA,"1","yes","Outside","No",2,30,3,2,5
"2971","HH2096",0,9,"2017-08-09","Yes","Yes","Yes","couple","Yes",1,58,10,3,4,1,"Yes","Yes","No","No",2,3,"No","couple","a","b","b","Yes",NA,NA,"1","no","Outside","No",2,51,3,2,5
"2972","HH2353",0,9,"2017-08-09","Yes","Yes","No","couple","Yes",2,35,6,30,1,1.5,"Yes","No","No","No",1,2,"No","ctrl","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,25,3,2,5
"2973","HH297",0,9,"2017-08-09","Yes","Yes","Yes","female","Yes",4,31,5,20,2,6,"Yes","No","No","No",1,3,"No","male","b","c","a","Yes",NA,NA,"1","yes","Outside","No",2,51,3,2,5
"2974","HH40",0,9,"2017-08-09","Yes","Yes","Yes","male","Yes",2,60,8,3,1.5,1.20000004768372,"No","No","No","Yes",1,2,"Yes","male","d","c","b","Yes",NA,NA,"1","yes","Outside","No",1,40,3,2,5
"2975","HH554",0,9,"2017-08-09","Yes","Yes","No","couple","Yes",2,20,3,6,1,2,"Yes","No","No","Yes",2,1,"No","male","a","a","a","Yes",NA,NA,"1","yes","Outside","Yes",2,20,3,2,5
